"","Finance Code","Sq. Ft.","Sales Price","DOM","Street #","Street Name","Closed Date","address"
"2352","CONV Sale",1028,66000,0,"13851","LIBERAL",2023-06-30,"13851 LIBERAL"
"2353","CONV Sale",870,70000,87,"18946","OAKFIELD",2023-06-30,"18946 OAKFIELD"
"2354","CONV Sale",744,75000,21,"14130","BRAILE",2023-06-30,"14130 BRAILE"
"2355","Cash Sale",1000,83000,17,"6785","ROSEMONT",2023-06-30,"6785 ROSEMONT"
"2356","Cash Sale",999,84000,113,"20440","GALLAGHER",2023-06-30,"20440 GALLAGHER"
"2357","CONV Sale",1687,90000,251,"527","LAKEWOOD",2023-06-30,"527 LAKEWOOD"
"2358","CONV Sale",1308,91000,20,"9134","Pinehurst",2023-06-30,"9134 Pinehurst"
"2359","CONV Sale",1626,92000,13,"17358","DRESDEN",2023-06-30,"17358 DRESDEN"
"2360","Contract",1124,1e+05,17,"7308","WINTHROP",2023-06-30,"7308 WINTHROP"
"2361","FHA Sale",925,105500,5,"18263","OAKFIELD",2023-06-30,"18263 OAKFIELD"
"2362","CONV Sale",1080,110000,38,"17221","WAVENEY",2023-06-30,"17221 WAVENEY"
"2363","CONV Sale",769,115000,2,"19960","INDIANA",2023-06-30,"19960 INDIANA"
"2364","FHA Sale",1353,115000,21,"13579","NORTHLAWN",2023-06-30,"13579 NORTHLAWN"
"2365","CONV Sale",1075,130000,2,"20001","WESTBROOK",2023-06-30,"20001 WESTBROOK"
"2366","CONV Sale",868,132000,2,"19447","GRANDVILLE",2023-06-30,"19447 GRANDVILLE"
"2367","FHA Sale",1088,135000,20,"272","ALTER",2023-06-30,"272 ALTER"
"2368","FHA 203K",1635,137500,225,"16750","PLAINVIEW",2023-06-30,"16750 PLAINVIEW"
"2369","CONV Sale",1354,139900,8,"16162","Strathmoor",2023-06-30,"16162 Strathmoor"
"2370","CONV Sale",986,140000,2,"20041","VAUGHAN",2023-06-30,"20041 VAUGHAN"
"2371","CONV Sale",1742,140000,15,"16645","MENDOTA",2023-06-30,"16645 MENDOTA"
"2372","CONV Sale",1377,161500,7,"20503","RUTHERFORD",2023-06-30,"20503 RUTHERFORD"
"2373","FHA Sale",1056,170000,5,"24461","Pembroke",2023-06-30,"24461 Pembroke"
"2374","Cash Sale",1836,185000,11,"13928","TERRY",2023-06-30,"13928 TERRY"
"2375","CONV Sale",1590,203000,70,"18675","STOEPEL",2023-06-30,"18675 STOEPEL"
"2376","FHA Sale",1474,205000,13,"19324","MONICA",2023-06-30,"19324 MONICA"
"2377","CONV Sale",1640,245000,37,"750","DELAWARE",2023-06-30,"750 DELAWARE"
"2378","CONV Sale",1780,280000,11,"16772","SHAFTSBURY",2023-06-30,"16772 SHAFTSBURY"
"2379","CONV Sale",3320,435000,74,"19560","ROSLYN",2023-06-30,"19560 ROSLYN"
"2380","CONV Sale",1997,480000,56,"4829","COMMONWEALTH",2023-06-30,"4829 COMMONWEALTH"
"2381","Cash Sale",869,63000,14,"18953","Lindsay",2023-07-01,"18953 Lindsay"
"2382","CONV Sale",1183,125000,0,"6257","OUTER",2023-07-01,"6257 OUTER"
"2383","Contract",2313,170000,22,"17523","CHERRYLAWN",2023-07-01,"17523 CHERRYLAWN"
"2384","Cash Sale",1132,30000,113,"15940","PARKWAY",2023-07-03,"15940 PARKWAY"
"2385","Cash Sale",1243,35000,64,"15748","FREELAND",2023-07-03,"15748 FREELAND"
"2386","Cash Sale",906,60000,39,"19469","FIELDING",2023-07-03,"19469 FIELDING"
"2387","Other Sale",1296,70000,111,"16194","SAN JUAN",2023-07-03,"16194 SAN JUAN"
"2388","FHA Sale",1124,118000,113,"15376","FERGUSON",2023-07-03,"15376 FERGUSON"
"2389","Cash Sale",1764,135000,23,"6218","GREENVIEW",2023-07-03,"6218 GREENVIEW"
"2390","CONV Sale",1774,145000,54,"16616","MUIRLAND",2023-07-03,"16616 MUIRLAND"
"2391","Cash Sale",554,24000,9,"19965","NORTHLAWN",2023-07-05,"19965 NORTHLAWN"
"2392","Cash Sale",1200,55000,2,"19490","CLIFF",2023-07-05,"19490 CLIFF"
"2393","Cash Sale",1122,75000,140,"9600","BEAVERLAND",2023-07-05,"9600 BEAVERLAND"
"2394","Cash Sale",1228,76900,15,"5086","ALTER",2023-07-05,"5086 ALTER"
"2395","CONV Sale",1304,80000,67,"16685","FREELAND",2023-07-05,"16685 FREELAND"
"2396","Cash Sale",1096,110000,35,"6851","WOODMONT",2023-07-05,"6851 WOODMONT"
"2397","CONV Sale",1246,126500,14,"6486","EVERGREEN",2023-07-05,"6486 EVERGREEN"
"2398","FHA Sale",1275,129000,3,"20245","SORRENTO",2023-07-05,"20245 SORRENTO"
"2399","Other Sale",3558,130000,140,"246","CHANDLER",2023-07-05,"246 CHANDLER"
"2400","CONV Sale",1303,193000,8,"3863","Casmere",2023-07-05,"3863 Casmere"
"2401","CONV Sale",2349,240000,63,"7154","THATCHER",2023-07-05,"7154 THATCHER"
"2402","CONV Sale",3237,353000,22,"2769","Oakman",2023-07-05,"2769 Oakman"
"2403","Cash Sale",864,17500,20,"16128","DEXTER",2023-07-06,"16128 DEXTER"
"2404","Cash Sale",1180,30000,29,"11351","METTETAL",2023-07-06,"11351 METTETAL"
"2405","Cash Sale",796,35000,13,"20188","REVERE",2023-07-06,"20188 REVERE"
"2406","Cash Sale",1142,38000,37,"15082","TROESTER",2023-07-06,"15082 TROESTER"
"2407","Cash Sale",1166,52000,26,"20049","SUNSET",2023-07-06,"20049 SUNSET"
"2408","Cash Sale",1156,55000,13,"20000","HANNA",2023-07-06,"20000 HANNA"
"2409","FHA Sale",910,65000,38,"19493","PREVOST",2023-07-06,"19493 PREVOST"
"2410","Cash Sale",1028,80000,9,"5568","BLUEHILL",2023-07-06,"5568 BLUEHILL"
"2411","CONV Sale",909,80000,12,"19330","CHICAGO",2023-07-06,"19330 CHICAGO"
"2412","Cash Sale",965,85000,58,"6510","VAUGHAN",2023-07-06,"6510 VAUGHAN"
"2413","FHA Sale",768,90000,0,"19404","Moross",2023-07-06,"19404 Moross"
"2414","CONV Sale",1028,95000,7,"19327","MONTROSE",2023-07-06,"19327 MONTROSE"
"2415","CONV Sale",1073,107000,44,"16531","SAINT MARYS",2023-07-06,"16531 SAINT MARYS"
"2416","CONV Sale",1120,128000,5,"18474","WINSTON",2023-07-06,"18474 WINSTON"
"2417","CONV Sale",1481,225000,12,"14430","GLASTONBURY",2023-07-06,"14430 GLASTONBURY"
"2418","CONV Sale",2250,240000,53,"275","WOODLAND",2023-07-06,"275 WOODLAND"
"2419","CONV Sale",1934,265000,7,"16515","Rosemont",2023-07-06,"16515 Rosemont"
"2420","CONV Sale",2061,405000,138,"4154","ARETHA",2023-07-06,"4154 ARETHA"
"2421","Cash Sale",808,10000,16,"15210","ROSSINI",2023-07-07,"15210 ROSSINI"
"2422","Cash Sale",957,19900,5,"9317","COYLE",2023-07-07,"9317 COYLE"
"2423","Cash Sale",1036,25000,8,"11408","Abington",2023-07-07,"11408 Abington"
"2424","Cash Sale",864,33000,105,"20063","SCHAEFER",2023-07-07,"20063 SCHAEFER"
"2425","Cash Sale",980,39900,4,"9208","BRAILE",2023-07-07,"9208 BRAILE"
"2426","Cash Sale",1623,40000,6,"15003","MANOR",2023-07-07,"15003 MANOR"
"2427","Cash Sale",945,40000,53,"11696","WAYBURN",2023-07-07,"11696 WAYBURN"
"2428","Cash Sale",730,49000,34,"6267","FAUST",2023-07-07,"6267 FAUST"
"2429","Cash Sale",871,64000,33,"8242","BRACE",2023-07-07,"8242 BRACE"
"2430","CONV Sale",792,79000,35,"9936","SUSSEX",2023-07-07,"9936 SUSSEX"
"2431","Cash Sale",1354,81000,80,"7744","METTETAL",2023-07-07,"7744 METTETAL"
"2432","FHA Sale",1294,85000,40,"14772","STATE FAIR",2023-07-07,"14772 STATE FAIR"
"2433","CONV Sale",958,85000,177,"20060","GILCHRIST",2023-07-07,"20060 GILCHRIST"
"2434","Other Sale",1050,93000,261,"16010","EASTWOOD",2023-07-07,"16010 EASTWOOD"
"2435","FHA Sale",1573,97000,103,"3226","OUTER",2023-07-07,"3226 OUTER"
"2436","CONV Sale",960,97200,36,"19713","SANTA ROSA",2023-07-07,"19713 SANTA ROSA"
"2437","CONV Sale",1256,109000,35,"20242","FORRER",2023-07-07,"20242 FORRER"
"2438","FHA Sale",1029,110000,38,"17446","Woodbine",2023-07-07,"17446 Woodbine"
"2439","Cash Sale",832,115000,69,"12644","MORAN",2023-07-07,"12644 MORAN"
"2440","Cash Sale",1301,115000,38,"18260","LESURE",2023-07-07,"18260 LESURE"
"2441","FHA Sale",1558,120000,6,"14400","FREELAND",2023-07-07,"14400 FREELAND"
"2442","Cash Sale",1475,123000,39,"8059","WARD",2023-07-07,"8059 WARD"
"2443","Cash Sale",2270,129000,20,"5115","BURNS",2023-07-07,"5115 BURNS"
"2444","FHA Sale",1438,130000,10,"15369","Ohio",2023-07-07,"15369 Ohio"
"2445","Contract",1569,134500,55,"18920","BERDEN",2023-07-07,"18920 BERDEN"
"2446","CONV Sale",1080,150000,6,"8833","CHAMBERLAIN",2023-07-07,"8833 CHAMBERLAIN"
"2447","CONV Sale",2112,150000,57,"16232","KENTUCKY",2023-07-07,"16232 KENTUCKY"
"2448","CONV Sale",1506,175000,9,"13121","MCDOUGALL",2023-07-07,"13121 MCDOUGALL"
"2449","Cash Sale",1903,185000,9,"5069","KENSINGTON",2023-07-07,"5069 KENSINGTON"
"2450","CONV Sale",1350,189900,27,"13966","Warwick",2023-07-07,"13966 Warwick"
"2451","CONV Sale",2116,212000,20,"7016","THATCHER",2023-07-07,"7016 THATCHER"
"2452","CONV Sale",1772,215000,7,"18411","NORTHLAWN",2023-07-07,"18411 NORTHLAWN"
"2453","CONV Sale",1720,270000,47,"4106","Clippert",2023-07-07,"4106 Clippert"
"2454","FHA Sale",1950,3e+05,21,"455","Alger",2023-07-07,"455 Alger"
"2455","Cash Sale",868,30000,31,"20067","SCHAEFER",2023-07-10,"20067 SCHAEFER"
"2456","Cash Sale",1153,34505,13,"15613","EASTWOOD",2023-07-10,"15613 EASTWOOD"
"2457","Cash Sale",930,40900,5,"6446","VAUGHAN",2023-07-10,"6446 VAUGHAN"
"2458","Cash Sale",978,45000,12,"16121","PARKWAY",2023-07-10,"16121 PARKWAY"
"2459","Cash Sale",1817,50000,0,"11700","ROBSON",2023-07-10,"11700 ROBSON"
"2460","CONV Sale",952,53000,115,"10835","MARNE",2023-07-10,"10835 MARNE"
"2461","CONV Sale",946,60000,15,"8458","STAHELIN",2023-07-10,"8458 STAHELIN"
"2462","Cash Sale",1750,65000,5,"2550","LA SALLE",2023-07-10,"2550 LA SALLE"
"2463","Cash Sale",1205,70000,8,"9509","OUTER",2023-07-10,"9509 OUTER"
"2464","CONV Sale",1207,74000,115,"1972","ANNABELLE",2023-07-10,"1972 ANNABELLE"
"2465","CONV Sale",1274,80000,25,"19773","AVON",2023-07-10,"19773 AVON"
"2466","FHA Sale",1260,83000,20,"15897","HOLMUR",2023-07-10,"15897 HOLMUR"
"2467","CONV Sale",1100,110000,38,"17565","FREELAND",2023-07-10,"17565 FREELAND"
"2468","Cash Sale",1412,115000,27,"19250","YONKA",2023-07-10,"19250 YONKA"
"2469","FHA Sale",1868,165000,15,"16156","WOODINGHAM",2023-07-10,"16156 WOODINGHAM"
"2470","FHA Sale",1336,187500,6,"5774","Yorkshire",2023-07-10,"5774 Yorkshire"
"2471","CONV Sale",1222,190000,62,"1490","Philadelphia",2023-07-10,"1490 Philadelphia"
"2472","CONV Sale",1673,240000,0,"3323","CARPENTER",2023-07-10,"3323 CARPENTER"
"2473","Cash Sale",1375,9000,19,"2551","FULLERTON",2023-07-11,"2551 FULLERTON"
"2474","Cash Sale",950,17000,8,"16239","SCHAEFER",2023-07-11,"16239 SCHAEFER"
"2475","Cash Sale",1303,26000,59,"18851","HASSE",2023-07-11,"18851 HASSE"
"2476","Cash Sale",2094,47000,5,"8550","KENTUCKY",2023-07-11,"8550 KENTUCKY"
"2477","CONV Sale",910,71000,3,"17540","MAINE",2023-07-11,"17540 MAINE"
"2478","Cash Sale",827,73000,8,"18291","ILENE",2023-07-11,"18291 ILENE"
"2479","Other Sale",1270,75000,8,"18292","GRIGGS",2023-07-11,"18292 GRIGGS"
"2480","Cash Sale",1211,85000,17,"18300","FREELAND",2023-07-11,"18300 FREELAND"
"2481","Cash Sale",1066,85000,273,"11660","DWYER",2023-07-11,"11660 DWYER"
"2482","Cash Sale",2618,90000,68,"1066","GRAND",2023-07-11,"1066 GRAND"
"2483","Contract",1505,95000,72,"13535","SAINT MARYS",2023-07-11,"13535 SAINT MARYS"
"2484","CONV Sale",1297,95000,12,"20232","GREENVIEW",2023-07-11,"20232 GREENVIEW"
"2485","CONV Sale",1210,117000,6,"18475","MENDOTA",2023-07-11,"18475 MENDOTA"
"2486","CONV Sale",1329,134900,7,"14603","LONGACRE",2023-07-11,"14603 LONGACRE"
"2487","CONV Sale",1478,142000,221,"15490","MONTE VISTA",2023-07-11,"15490 MONTE VISTA"
"2488","CONV Sale",1056,144900,20,"19791","WINTHROP",2023-07-11,"19791 WINTHROP"
"2489","Cash Sale",2784,160000,12,"545","PHILIP",2023-07-11,"545 PHILIP"
"2490","FHA Sale",2000,175000,1,"17227","ANNCHESTER",2023-07-11,"17227 ANNCHESTER"
"2491","CONV Sale",1702,178000,191,"8699","Outer",2023-07-11,"8699 Outer"
"2492","FHA Sale",2000,250000,10,"19137","GAINSBOROUGH",2023-07-11,"19137 GAINSBOROUGH"
"2493","CONV Sale",1551,260000,83,"2511","Baldwin",2023-07-11,"2511 Baldwin"
"2494","CONV Sale",2682,305000,60,"7850","VAN DYKE",2023-07-11,"7850 VAN DYKE"
"2495","Cash Sale",750,27000,20,"10034","GRAYTON",2023-07-12,"10034 GRAYTON"
"2496","Cash Sale",804,32000,137,"9967","STAHELIN",2023-07-12,"9967 STAHELIN"
"2497","Cash Sale",973,57500,10,"20221","VEACH",2023-07-12,"20221 VEACH"
"2498","Cash Sale",960,60000,20,"8691","PATTON",2023-07-12,"8691 PATTON"
"2499","Cash Sale",1038,74500,13,"11524","BALFOUR",2023-07-12,"11524 BALFOUR"
"2500","CONV Sale",1380,109000,17,"14506","COLLINGHAM",2023-07-12,"14506 COLLINGHAM"
"2501","CONV Sale",1002,115000,39,"14279","COYLE",2023-07-12,"14279 COYLE"
"2502","CONV Sale",4887,575000,123,"1735","LINCOLNSHIRE",2023-07-12,"1735 LINCOLNSHIRE"
"2503","CONV Sale",5554,590000,5,"1490","IROQUOIS",2023-07-12,"1490 IROQUOIS"
"2504","Cash Sale",1354,19000,129,"3334","LOTHROP",2023-07-13,"3334 LOTHROP"
"2505","Cash Sale",720,45000,3,"6449","SAINT MARYS",2023-07-13,"6449 SAINT MARYS"
"2506","Cash Sale",1400,57500,15,"10646","WHITEHILL",2023-07-13,"10646 WHITEHILL"
"2507","CONV Sale",1034,67500,13,"18571","VAUGHAN",2023-07-13,"18571 VAUGHAN"
"2508","Other Sale",1200,77000,31,"15706","MANNING",2023-07-13,"15706 MANNING"
"2509","Other Sale",1077,80000,0,"19761","PREST",2023-07-13,"19761 PREST"
"2510","Cash Sale",1891,110000,71,"18600","WISCONSIN",2023-07-13,"18600 WISCONSIN"
"2511","CONV Sale",1341,130000,6,"16239","LITTLEFIELD",2023-07-13,"16239 LITTLEFIELD"
"2512","Cash Sale",1242,157000,3,"1037","LIVERNOIS",2023-07-13,"1037 LIVERNOIS"
"2513","FHA Sale",1549,162000,3,"16636","TRACEY",2023-07-13,"16636 TRACEY"
"2514","CONV Sale",1850,282000,24,"18289","OHIO",2023-07-13,"18289 OHIO"
"2515","Cash Sale",1444,27000,6,"11326","WARD",2023-07-14,"11326 WARD"
"2516","CONV Sale",1068,28900,236,"16544","BURT",2023-07-14,"16544 BURT"
"2517","Cash Sale",576,29000,21,"17125","MINNEAPOLIS",2023-07-14,"17125 MINNEAPOLIS"
"2518","Cash Sale",696,32000,48,"15856","LAHSER",2023-07-14,"15856 LAHSER"
"2519","Cash Sale",2304,35000,1,"12031","STOEPEL",2023-07-14,"12031 STOEPEL"
"2520","Cash Sale",844,42500,95,"15861","MONTE VISTA",2023-07-14,"15861 MONTE VISTA"
"2521","Cash Sale",844,42500,95,"15857","MONTE VISTA",2023-07-14,"15857 MONTE VISTA"
"2522","Cash Sale",849,42500,95,"15860","MONTE VISTA",2023-07-14,"15860 MONTE VISTA"
"2523","Cash Sale",848,42500,95,"15856","MONTE VISTA",2023-07-14,"15856 MONTE VISTA"
"2524","Cash Sale",944,42500,95,"15774","Meyers",2023-07-14,"15774 Meyers"
"2525","Cash Sale",994,42500,95,"15753","Meyers",2023-07-14,"15753 Meyers"
"2526","Cash Sale",843,53000,16,"18693","EUREKA",2023-07-14,"18693 EUREKA"
"2527","Cash Sale",1612,54000,15,"18935","MANSFIELD",2023-07-14,"18935 MANSFIELD"
"2528","CONV Sale",1112,55000,67,"15818","WARD",2023-07-14,"15818 WARD"
"2529","CONV Sale",756,60000,7,"6434","ASHTON",2023-07-14,"6434 ASHTON"
"2530","Cash Sale",874,62000,8,"9932","Heyden",2023-07-14,"9932 Heyden"
"2531","Other Sale",1438,70000,0,"4181","THREE MILE",2023-07-14,"4181 THREE MILE"
"2532","FHA Sale",1096,74500,13,"20454","GODDARD",2023-07-14,"20454 GODDARD"
"2533","Cash Sale",1232,75000,10,"17591","EDINBOROUGH",2023-07-14,"17591 EDINBOROUGH"
"2534","Contract",976,75000,7,"18971","STOUT",2023-07-14,"18971 STOUT"
"2535","CONV Sale",904,79500,71,"19957","Asbury Park",2023-07-14,"19957 Asbury Park"
"2536","CONV Sale",1810,118000,24,"19785","LITTLEFIELD",2023-07-14,"19785 LITTLEFIELD"
"2537","CONV Sale",1186,120000,30,"6790","WINTHROP",2023-07-14,"6790 WINTHROP"
"2538","FHA Sale",1319,122000,14,"15335","Pembroke",2023-07-14,"15335 Pembroke"
"2539","FHA Sale",1464,125000,9,"23515","KRESS",2023-07-14,"23515 KRESS"
"2540","FHA Sale",1326,130000,15,"5760","NOTTINGHAM",2023-07-14,"5760 NOTTINGHAM"
"2541","FHA Sale",1248,130000,32,"12377","KENTUCKY",2023-07-14,"12377 KENTUCKY"
"2542","Cash Sale",1460,130000,185,"4660","Somerset",2023-07-14,"4660 Somerset"
"2543","CONV Sale",1334,137000,33,"5317","COURVILLE",2023-07-14,"5317 COURVILLE"
"2544","CONV Sale",1003,138000,39,"12619","HAZELTON",2023-07-14,"12619 HAZELTON"
"2545","FHA Sale",750,139900,22,"10526","CURTIS",2023-07-14,"10526 CURTIS"
"2546","FHA Sale",1414,140000,25,"15753","BENTLER",2023-07-14,"15753 BENTLER"
"2547","CONV Sale",1131,145000,6,"2020","JUNCTION",2023-07-14,"2020 JUNCTION"
"2548","CONV Sale",1587,145000,21,"2802","VINEWOOD",2023-07-14,"2802 VINEWOOD"
"2549","FHA Sale",1026,149000,12,"19953","OHIO",2023-07-14,"19953 OHIO"
"2550","CONV Sale",1307,155000,13,"21793","McCormick",2023-07-14,"21793 McCormick"
"2551","CONV Sale",2034,175000,8,"6398","Ironwood",2023-07-14,"6398 Ironwood"
"2552","CONV Sale",1933,223000,9,"3801","GLENDALE",2023-07-14,"3801 GLENDALE"
"2553","CONV Sale",2148,250000,2,"18674","GAINSBOROUGH",2023-07-14,"18674 GAINSBOROUGH"
"2554","Cash Sale",954,36000,0,"20581","STRASBURG",2023-07-16,"20581 STRASBURG"
"2555","Cash Sale",920,36000,0,"20544","STRASBURG",2023-07-16,"20544 STRASBURG"
"2556","Cash Sale",924,36000,0,"20536","STRASBURG",2023-07-16,"20536 STRASBURG"
"2557","Cash Sale",1268,36000,0,"20521","STRASBURG",2023-07-16,"20521 STRASBURG"
"2558","Cash Sale",986,36000,0,"20553","STRASBURG",2023-07-16,"20553 STRASBURG"
"2559","Cash Sale",1300,31000,46,"19198","GILCHRIST",2023-07-17,"19198 GILCHRIST"
"2560","Cash Sale",1080,40000,78,"1567","ALTER",2023-07-17,"1567 ALTER"
"2561","Cash Sale",718,45000,8,"19938","JOANN",2023-07-17,"19938 JOANN"
"2562","Cash Sale",888,60000,4,"15687","CARLISLE",2023-07-17,"15687 CARLISLE"
"2563","FHA Sale",1131,73400,12,"15788","APPOLINE",2023-07-17,"15788 APPOLINE"
"2564","FHA Sale",952,80000,6,"18989","ANNCHESTER",2023-07-17,"18989 ANNCHESTER"
"2565","CONV Sale",1200,114990,6,"19177","WASHBURN",2023-07-17,"19177 WASHBURN"
"2566","Cash Sale",1568,120000,136,"17550","OHIO",2023-07-17,"17550 OHIO"
"2567","FHA Sale",1360,128900,8,"20180","WAKEFIELD",2023-07-17,"20180 WAKEFIELD"
"2568","FHA Sale",1268,130000,20,"20300","FAUST",2023-07-17,"20300 FAUST"
"2569","FHA Sale",1262,135500,9,"15055","PREST",2023-07-17,"15055 PREST"
"2570","CONV Sale",1188,140000,2,"5051","GARVIN",2023-07-17,"5051 GARVIN"
"2571","CONV Sale",1302,181000,7,"13959","FAUST",2023-07-17,"13959 FAUST"
"2572","FHA Sale",1669,258000,8,"14540","STAHELIN",2023-07-17,"14540 STAHELIN"
"2573","VA Sale",2367,451000,9,"1800","PARKER",2023-07-17,"1800 PARKER"
"2574","Cash Sale",919,32000,3,"11936","VISGER",2023-07-18,"11936 VISGER"
"2575","Cash Sale",857,50000,0,"9145","MANOR",2023-07-18,"9145 MANOR"
"2576","FHA Sale",968,90000,91,"12801","PAYTON",2023-07-18,"12801 PAYTON"
"2577","CONV Sale",950,109900,24,"17695","WOODBINE",2023-07-18,"17695 WOODBINE"
"2578","CONV Sale",1124,131500,8,"19751","SAN JUAN",2023-07-18,"19751 SAN JUAN"
"2579","CONV Sale",1292,170000,7,"16218","ROSELAWN",2023-07-18,"16218 ROSELAWN"
"2580","CONV Sale",1908,185000,74,"17868","BERG",2023-07-18,"17868 BERG"
"2581","Other Sale",2859,193000,7,"18450","WILDEMERE",2023-07-18,"18450 WILDEMERE"
"2582","FHA Sale",1934,256000,47,"3437","OAKMAN",2023-07-18,"3437 OAKMAN"
"2583","Cash Sale",968,3500,18,"20239","BARLOW",2023-07-19,"20239 BARLOW"
"2584","Cash Sale",709,30000,10,"20306","Caldwell",2023-07-19,"20306 Caldwell"
"2585","Cash Sale",1421,32000,78,"9959","MARK TWAIN",2023-07-19,"9959 MARK TWAIN"
"2586","Cash Sale",762,35000,0,"13545","KENTUCKY",2023-07-19,"13545 KENTUCKY"
"2587","Cash Sale",990,35000,15,"20535","WALTHAM",2023-07-19,"20535 WALTHAM"
"2588","Cash Sale",847,48000,37,"7786","WESTWOOD",2023-07-19,"7786 WESTWOOD"
"2589","Cash Sale",1178,51000,47,"7664","OUTER",2023-07-19,"7664 OUTER"
"2590","Cash Sale",1765,55000,6,"16516","CHERRYLAWN",2023-07-19,"16516 CHERRYLAWN"
"2591","Cash Sale",1393,70000,14,"7420","OUTER",2023-07-19,"7420 OUTER"
"2592","Cash Sale",1962,77000,5,"16576","KENTUCKY",2023-07-19,"16576 KENTUCKY"
"2593","Cash Sale",1125,86000,53,"16501","Carlisle",2023-07-19,"16501 Carlisle"
"2594","FHA Sale",1294,120000,7,"15881","OHIO",2023-07-19,"15881 OHIO"
"2595","CONV Sale",1220,143500,7,"16550","LILAC",2023-07-19,"16550 LILAC"
"2596","CONV Sale",1630,150000,26,"3045","Carter",2023-07-19,"3045 Carter"
"2597","CONV Sale",1272,150000,11,"19712","LITTLEFIELD",2023-07-19,"19712 LITTLEFIELD"
"2598","FHA Sale",1900,165000,12,"16148","WOODINGHAM",2023-07-19,"16148 WOODINGHAM"
"2599","Cash Sale",1005,27000,8,"19376","PELKEY",2023-07-20,"19376 PELKEY"
"2600","Cash Sale",1252,32000,18,"15643","SPRING GARDEN",2023-07-20,"15643 SPRING GARDEN"
"2601","Cash Sale",1478,45000,0,"14215","MARK TWAIN",2023-07-20,"14215 MARK TWAIN"
"2602","Cash Sale",1300,52500,310,"212","Englewood",2023-07-20,"212 Englewood"
"2603","Cash Sale",1169,60000,5,"9584","OUTER",2023-07-20,"9584 OUTER"
"2604","FHA Sale",1334,90000,86,"4315","Pasadena",2023-07-20,"4315 Pasadena"
"2605","CONV Sale",1092,110000,6,"20251","STOUT",2023-07-20,"20251 STOUT"
"2606","FHA Sale",880,120000,3,"16186","Woodbine",2023-07-20,"16186 Woodbine"
"2607","FHA Sale",1420,131000,6,"18067","GRUEBNER",2023-07-20,"18067 GRUEBNER"
"2608","CONV Sale",919,145000,34,"9656","Chatham",2023-07-20,"9656 Chatham"
"2609","CONV Sale",1556,150000,11,"18411","SANTA ROSA",2023-07-20,"18411 SANTA ROSA"
"2610","Cash Sale",1404,180000,4,"14609","ROSEMONT",2023-07-20,"14609 ROSEMONT"
"2611","Cash Sale",1981,285000,7,"18605","SANTA ROSA",2023-07-20,"18605 SANTA ROSA"
"2612","CONV Sale",1700,815000,113,"649","ALEXANDRINE",2023-07-20,"649 ALEXANDRINE"
"2613","Cash Sale",1485,30000,122,"14929","PINEHURST",2023-07-21,"14929 PINEHURST"
"2614","Cash Sale",1153,32000,3,"15220","PREVOST",2023-07-21,"15220 PREVOST"
"2615","Cash Sale",1140,34900,37,"19660","DWYER",2023-07-21,"19660 DWYER"
"2616","Cash Sale",685,37500,13,"13516","GLASTONBURY",2023-07-21,"13516 GLASTONBURY"
"2617","FHA Sale",667,49000,27,"15251","STATE FAIR",2023-07-21,"15251 STATE FAIR"
"2618","Cash Sale",878,65000,11,"11684","NOTTINGHAM",2023-07-21,"11684 NOTTINGHAM"
"2619","Cash Sale",1622,70000,6,"9386","PINEHURST",2023-07-21,"9386 PINEHURST"
"2620","Cash Sale",1833,86100,15,"5080","ALTER",2023-07-21,"5080 ALTER"
"2621","CONV Sale",1174,99900,161,"841","DRAGOON",2023-07-21,"841 DRAGOON"
"2622","CONV Sale",1128,104900,33,"19129","HUBBELL",2023-07-21,"19129 HUBBELL"
"2623","FHA Sale",809,125000,9,"20461","PINEHURST",2023-07-21,"20461 PINEHURST"
"2624","CONV Sale",1746,140000,12,"3988","GUILFORD",2023-07-21,"3988 GUILFORD"
"2625","CONV Sale",1372,149900,22,"15723","GRIGGS",2023-07-21,"15723 GRIGGS"
"2626","CONV Sale",1274,150000,17,"6116","FARMBROOK",2023-07-21,"6116 FARMBROOK"
"2627","CONV Sale",1777,153000,44,"199","GRIXDALE",2023-07-21,"199 GRIXDALE"
"2628","CONV Sale",1091,170000,4,"4118","GRAYTON",2023-07-21,"4118 GRAYTON"
"2629","Cash Sale",1635,175000,15,"18664","GREENLAWN",2023-07-21,"18664 GREENLAWN"
"2630","FHA Sale",2854,310000,42,"18644","MUIRLAND",2023-07-21,"18644 MUIRLAND"
"2631","VA Sale",2045,320500,17,"17158","FAIRFIELD",2023-07-21,"17158 FAIRFIELD"
"2632","CONV Sale",3007,355000,49,"645","VIRGINIA PARK",2023-07-21,"645 VIRGINIA PARK"
"2633","CONV Sale",1970,382000,54,"3466","FISCHER",2023-07-21,"3466 FISCHER"
"2634","CONV Sale",3545,460000,148,"2315","BOSTON",2023-07-21,"2315 BOSTON"
"2635","CONV Sale",2100,6e+05,6,"1658","LEVERETTE",2023-07-21,"1658 LEVERETTE"
"2636","Cash Sale",1230,29900,28,"14023","Rossini Dr",2023-07-24,"14023 Rossini Dr"
"2637","Cash Sale",779,38000,24,"18634","SHIAWASSEE",2023-07-24,"18634 SHIAWASSEE"
"2638","Cash Sale",1100,50000,32,"8825","WHITCOMB",2023-07-24,"8825 WHITCOMB"
